field, Pi-full, Si-full,Pi-Si, Pi-Pi, Si-Si, Si,-Pi, XMCD, LC,RC 
-2 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , 0.031605166 , 0.33153733 , 0.29993217 
-1 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , 0.031605166 , 0.33153733 , 0.29993217 
0 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , 0.031605166 , 0.33153733 , 0.29993217 
1 , 0.31489952 , 0.31630987, 0.0002785165 , 0.314621 , 0.31603136,, 0.00027851463 , 0.031242733 , 0.33122606 , 0.29998333 
2 , 0.31464179 , 0.31629707, 0.00025855748 , 0.31438324 , 0.31603852,, 0.00025855405 , 0.030111937 , 0.3305254 , 0.30041347 
3 , 0.31438941 , 0.31627716, 0.00022720544 , 0.3141622 , 0.31604996,, 0.00022720102 , 0.02823802 , 0.32945229 , 0.30121427 
4 , 0.31415008 , 0.3162521, 0.00018752109 , 0.31396256 , 0.31606458,, 0.00018751636 , 0.025664463 , 0.32803332 , 0.30236886 
5 , 0.31393153 , 0.31622438, 0.0001433953 , 0.31378813 , 0.31608099,, 0.00014339095 , 0.022452337 , 0.32630412 , 0.30385178 
6 , 0.31374112 , 0.31619672, 9.9168215e-05 , 0.31364195 , 0.31609755,, 9.9164773e-05 , 0.0186792 , 0.32430852 , 0.30562932 
7 , 0.31358546 , 0.31617182, 5.9200912e-05 , 0.31352625 , 0.31611262,, 5.9198649e-05 , 0.014437485 , 0.32209738 , 0.30765989 
8 , 0.31347006 , 0.31615209, 2.744228e-05 , 0.31344262 , 0.31612465,, 2.744116e-05 , 0.0098323676 , 0.31972726 , 0.3098949 
9 , 0.3133991 , 0.31613945, 7.0348582e-06 , 0.31339207 , 0.31613241,, 7.0345602e-06 , 0.0049791149 , 0.31725883 , 0.31227972 
10 , 0.31337516 , 0.31613509, 4.024181e-39 , 0.31337516 , 0.31613509,, 4.0243537e-39 , 0 , 0.31475513 , 0.31475513 
11 , 0.3133991 , 0.31613945, 7.0348582e-06 , 0.31339207 , 0.31613241,, 7.0345602e-06 , -0.0049791149 , 0.31227972 , 0.31725883 
12 , 0.31347006 , 0.31615209, 2.744228e-05 , 0.31344262 , 0.31612465,, 2.744116e-05 , -0.0098323676 , 0.3098949 , 0.31972726 
13 , 0.31358546 , 0.31617182, 5.9200912e-05 , 0.31352625 , 0.31611262,, 5.9198649e-05 , -0.014437485 , 0.30765989 , 0.32209738 
14 , 0.31374112 , 0.31619672, 9.9168215e-05 , 0.31364195 , 0.31609755,, 9.9164773e-05 , -0.0186792 , 0.30562932 , 0.32430852 
15 , 0.31393153 , 0.31622438, 0.0001433953 , 0.31378813 , 0.31608099,, 0.00014339095 , -0.022452337 , 0.30385178 , 0.32630412 
16 , 0.31415008 , 0.3162521, 0.00018752109 , 0.31396256 , 0.31606458,, 0.00018751636 , -0.025664463 , 0.30236886 , 0.32803332 
